'Price'; 'Minutes to metro'; 'Number of rooms'; 'Area'; 'Floor'
7300000.0; 0.0; 0.0; 28.0; 4.0
26970000.0; 0.0; 1.0; 41.0; 8.0
72240720.0; 0.0; 5.0; 144.8; 6.0
73543920.0; 0.0; 5.0; 144.8; 8.0
199000000.0; 0.0; 6.0; 320.0; 3.0
199000000.0; 0.0; 6.0; 320.0; 3.0
1475430000.0; 0.0; 5.0; 657.5; 1.0
5700000.0; 1.0; 0.0; 12.0; 1.0
8550000.0; 1.0; 1.0; 30.0; 9.0
14897280.0; 1.0; 6.0; 17.0; 10.0
14900000.0; 1.0; 2.0; 41.0; 11.0
15290000.0; 1.0; 3.0; 72.0; 1.0
17290000.0; 1.0; 6.0; 27.0; 10.0
17500000.0; 1.0; 2.0; 56.0; 1.0
18500000.0; 1.0; 1.0; 37.0; 22.0
18600000.0; 1.0; 0.0; 40.0; 6.0
18600000.0; 1.0; 0.0; 40.0; 6.0
23000000.0; 1.0; 3.0; 77.1; 5.0
25000000.0; 1.0; 0.0; 71.3; 9.0
25000000.0; 1.0; 0.0; 71.3; 9.0
25800000.0; 1.0; 2.0; 56.7; 39.0
26000000.0; 1.0; 4.0; 108.5; 5.0
26329387.0; 1.0; 2.0; 45.6; 7.0
26890000.0; 1.0; 1.0; 43.5; 11.0
28245000.0; 1.0; 6.0; 26.0; 2.0
28800000.0; 1.0; 2.0; 53.3; 10.0
34999999.0; 1.0; 3.0; 91.1; 6.0
36200000.0; 1.0; 5.0; 104.0; 5.0
37000000.0; 1.0; 4.0; 94.5; 3.0
39580686.0; 1.0; 3.0; 80.0; 2.0
40500000.0; 1.0; 2.0; 74.0; 2.0
41000000.0; 1.0; 3.0; 90.0; 8.0
41000000.0; 1.0; 3.0; 90.0; 8.0
48000000.0; 1.0; 0.0; 58.0; 77.0
49000000.0; 1.0; 5.0; 128.0; 6.0
49571000.0; 1.0; 1.0; 52.18; 2.0
50000000.0; 1.0; 4.0; 132.0; 4.0
52000000.0; 1.0; 5.0; 183.0; 5.0
54900000.0; 1.0; 4.0; 102.0; 8.0
57000000.0; 1.0; 2.0; 77.2; 2.0
58780000.0; 1.0; 2.0; 74.4; 14.0
59300887.0; 1.0; 2.0; 92.1; 43.0
62046000.0; 1.0; 2.0; 76.6; 4.0
64900000.0; 1.0; 4.0; 145.0; 4.0
65000000.0; 1.0; 2.0; 110.0; 49.0
65000000.0; 1.0; 4.0; 110.0; 3.0
67000000.0; 1.0; 3.0; 104.0; 3.0
67000000.0; 1.0; 3.0; 104.0; 3.0
71715500.0; 1.0; 2.0; 75.49; 2.0
72850000.0; 1.0; 2.0; 62.0; 6.0
75184923.0; 1.0; 5.0; 113.72; 16.0
79000000.0; 1.0; 0.0; 270.0; 15.0
79000000.0; 1.0; 0.0; 270.0; 15.0
79000000.0; 1.0; 2.0; 63.2; 7.0
82000000.0; 1.0; 5.0; 130.0; 4.0
84900000.0; 1.0; 5.0; 132.0; 8.0
86500000.0; 1.0; 5.0; 128.0; 8.0
87900000.0; 1.0; 5.0; 128.0; 7.0
88000000.0; 1.0; 5.0; 130.0; 2.0
88350000.0; 1.0; 2.0; 57.0; 5.0
95000000.0; 1.0; 4.0; 201.0; 14.0
95000000.0; 1.0; 4.0; 201.0; 14.0
95000000.0; 1.0; 5.0; 130.0; 5.0
97580000.0; 1.0; 2.0; 57.4; 7.0
99000000.0; 1.0; 4.0; 129.4; 17.0
99000000.0; 1.0; 4.0; 129.4; 17.0
102000000.0; 1.0; 3.0; 136.9; 8.0
102000000.0; 1.0; 5.0; 137.0; 8.0
102000000.0; 1.0; 4.0; 137.0; 8.0
105000000.0; 1.0; 5.0; 136.0; 8.0
109001377.0; 1.0; 3.0; 154.3; 62.0
117616637.0; 1.0; 5.0; 143.1; 19.0
120000000.0; 1.0; 6.0; 154.0; 58.0
120000000.0; 1.0; 6.0; 154.0; 58.0
129500000.0; 1.0; 0.0; 188.5; 75.0
129500000.0; 1.0; 0.0; 188.5; 75.0
134000000.0; 1.0; 3.0; 180.0; 74.0
150000000.0; 1.0; 5.0; 350.0; 17.0
150000000.0; 1.0; 5.0; 350.0; 17.0
173956500.0; 1.0; 4.0; 232.5; 75.0
176750000.0; 1.0; 3.0; 101.0; 9.0
189000000.0; 1.0; 5.0; 227.4; 18.0
230000000.0; 1.0; 4.0; 296.0; 55.0
240000000.0; 1.0; 4.0; 232.0; 5.0
243000000.0; 1.0; 4.0; 175.3; 40.0
264600000.0; 1.0; 5.0; 270.0; 92.0
271570000.0; 1.0; 6.0; 208.9; 16.0
274912000.0; 1.0; 6.0; 171.82; 8.0
315000000.0; 1.0; 4.0; 233.0; 7.0
362500000.0; 1.0; 10.0; 353.0; 82.0
370000000.0; 1.0; 2.0; 128.7; 5.0
428060600.0; 1.0; 5.0; 273.4; 7.0
431650000.0; 1.0; 4.0; 273.0; 8.0
432924925.0; 1.0; 4.0; 273.4; 7.0
433018375.0; 1.0; 4.0; 273.0; 7.0
433018375.0; 1.0; 4.0; 273.4; 7.0
583845000.0; 1.0; 5.0; 355.0; 6.0
2455020000.0; 1.0; 6.0; 1067.4; 9.0
3500000.0; 2.0; 0.0; 10.0; 1.0
5050000.0; 2.0; 0.0; 14.0; 2.0
5050000.0; 2.0; 0.0; 14.0; 2.0
5050000.0; 2.0; 0.0; 14.0; 2.0
5050000.0; 2.0; 0.0; 14.0; 2.0
5050000.0; 2.0; 0.0; 14.0; 1.0
5050000.0; 2.0; 0.0; 14.0; 2.0
5750000.0; 2.0; 0.0; 16.0; 2.0
6500000.0; 2.0; 0.0; 18.0; 5.0
6650000.0; 2.0; 0.0; 20.0; 2.0
6650000.0; 2.0; 0.0; 21.0; 2.0
6700000.0; 2.0; 0.0; 19.0; 4.0
7000000.0; 2.0; 0.0; 13.0; 3.0
7480000.0; 2.0; 0.0; 22.0; 9.0
7586564.0; 2.0; 6.0; 19.0; 15.0
7900000.0; 2.0; 2.0; 36.9; 3.0
9250000.0; 2.0; 1.0; 35.7; 12.0
10500000.0; 2.0; 2.0; 36.0; 16.0
10900000.0; 2.0; 2.0; 39.0; 4.0
11000000.0; 2.0; 0.0; 29.0; 21.0
11500000.0; 2.0; 1.0; 40.6; 8.0
11900000.0; 2.0; 1.0; 34.8; 8.0
12500000.0; 2.0; 1.0; 37.9; 5.0
12655000.0; 2.0; 1.0; 38.9; 2.0
12750000.0; 2.0; 0.0; 28.0; 2.0
13000000.0; 2.0; 0.0; 29.0; 8.0
13400000.0; 2.0; 0.0; 28.0; 15.0
13400000.0; 2.0; 0.0; 27.0; 21.0
13850000.0; 2.0; 2.0; 44.9; 3.0
14000000.0; 2.0; 1.0; 38.0; 6.0
14150136.0; 2.0; 1.0; 34.1; 14.0
14300000.0; 2.0; 2.0; 46.0; 2.0
14500000.0; 2.0; 3.0; 71.4; 23.0
15000000.0; 2.0; 2.0; 44.3; 12.0
15500000.0; 2.0; 0.0; 25.0; 2.0
15850000.0; 2.0; 2.0; 50.0; 9.0
16200000.0; 2.0; 2.0; 44.0; 4.0
16400000.0; 2.0; 2.0; 56.0; 20.0
16500000.0; 2.0; 2.0; 59.4; 24.0
17000000.0; 2.0; 3.0; 76.1; 6.0
17200000.0; 2.0; 2.0; 60.0; 3.0
17700000.0; 2.0; 3.0; 55.3; 4.0
17880329.0; 2.0; 1.0; 45.6; 2.0
18300000.0; 2.0; 2.0; 63.0; 18.0
18900000.0; 2.0; 2.0; 63.0; 5.0
19200000.0; 2.0; 2.0; 59.4; 24.0
20000000.0; 2.0; 2.0; 58.4; 3.0
20900000.0; 2.0; 2.0; 56.0; 21.0
21000000.0; 2.0; 3.0; 73.0; 4.0
21000000.0; 2.0; 2.0; 60.0; 22.0
22999999.0; 2.0; 1.0; 35.0; 2.0
23127000.0; 2.0; 3.0; 69.7; 13.0
24466924.0; 2.0; 2.0; 54.7; 2.0
24500000.0; 2.0; 3.0; 67.6; 18.0
24750000.0; 2.0; 3.0; 68.1; 4.0
24969230.0; 2.0; 0.0; 62.97; 13.0
24969230.0; 2.0; 0.0; 62.97; 13.0
25000000.0; 2.0; 4.0; 95.7; 2.0
26204990.0; 2.0; 1.0; 42.7; 18.0
26700000.0; 2.0; 0.0; 59.78; 14.0
26700000.0; 2.0; 2.0; 57.0; 44.0
26700000.0; 2.0; 0.0; 59.78; 14.0
26800000.0; 2.0; 3.0; 71.0; 5.0
27000000.0; 2.0; 3.0; 80.8; 2.0
27500000.0; 2.0; 0.0; 130.0; 4.0
27500000.0; 2.0; 0.0; 130.0; 4.0
28900000.0; 2.0; 0.0; 75.94; 11.0
28900000.0; 2.0; 0.0; 75.94; 11.0
28990000.0; 2.0; 2.0; 97.2; 2.0
29000000.0; 2.0; 1.0; 40.8; 15.0
29052438.0; 2.0; 0.0; 79.12; 10.0
29052438.0; 2.0; 0.0; 79.12; 10.0
29490000.0; 2.0; 1.0; 45.7; 6.0
30171525.0; 2.0; 2.0; 68.3; 23.0
30500000.0; 2.0; 3.0; 63.3; 15.0
31786311.0; 2.0; 1.0; 51.9; 2.0
32700000.0; 2.0; 4.0; 97.0; 7.0
32700000.0; 2.0; 4.0; 97.0; 7.0
32892135.0; 2.0; 3.0; 88.1; 39.0
33000000.0; 2.0; 0.0; 45.1; 50.0
33000000.0; 2.0; 0.0; 45.1; 50.0
33930000.0; 2.0; 2.0; 37.7; 20.0
34500000.0; 2.0; 2.0; 50.3; 9.0
35000000.0; 2.0; 3.0; 61.0; 17.0
35000000.0; 2.0; 2.0; 61.0; 17.0
35000000.0; 2.0; 2.0; 56.0; 5.0
36200000.0; 2.0; 1.0; 60.2; 11.0
36300000.0; 2.0; 4.0; 120.0; 14.0
37000000.0; 2.0; 2.0; 61.0; 17.0
38700000.0; 2.0; 2.0; 66.0; 6.0
39000000.0; 2.0; 2.0; 66.0; 6.0
40000000.0; 2.0; 4.0; 105.0; 5.0
41499000.0; 2.0; 4.0; 105.7; 5.0
42000000.0; 2.0; 4.0; 100.0; 3.0
43000000.0; 2.0; 1.0; 36.6; 4.0
43000000.0; 2.0; 2.0; 86.4; 13.0
46000000.0; 2.0; 0.0; 111.45; 9.0
46000000.0; 2.0; 0.0; 111.45; 9.0
46000000.0; 2.0; 4.0; 151.0; 4.0
46443600.0; 2.0; 4.0; 116.4; 43.0
47000000.0; 2.0; 3.0; 130.2; 6.0
47000000.0; 2.0; 4.0; 108.0; 29.0
47000000.0; 2.0; 3.0; 130.2; 6.0
47000000.0; 2.0; 4.0; 108.0; 29.0
49900000.0; 2.0; 4.0; 151.0; 4.0
50000000.0; 2.0; 3.0; 108.0; 12.0
52227450.0; 2.0; 3.0; 99.0; 16.0
53000000.0; 2.0; 4.0; 120.8; 4.0
53000000.0; 2.0; 4.0; 120.8; 4.0
53000000.0; 2.0; 4.0; 102.6; 2.0
53500000.0; 2.0; 0.0; 123.88; 11.0
53500000.0; 2.0; 0.0; 123.88; 11.0
54000000.0; 2.0; 4.0; 110.0; 3.0
54826000.0; 2.0; 2.0; 56.58; 3.0
55000000.0; 2.0; 4.0; 78.0; 6.0
57000000.0; 2.0; 0.0; 129.55; 15.0
57400000.0; 2.0; 4.0; 117.3; 6.0
62904600.0; 2.0; 2.0; 105.9; 3.0
63000000.0; 2.0; 6.0; 185.6; 15.0
63000000.0; 2.0; 4.0; 110.0; 3.0
63000000.0; 2.0; 4.0; 115.0; 3.0
63790000.0; 2.0; 5.0; 217.0; 5.0
64900000.0; 2.0; 5.0; 144.0; 4.0
65000000.0; 2.0; 4.0; 110.0; 3.0
65000000.0; 2.0; 4.0; 110.2; 3.0
65920000.0; 2.0; 2.0; 82.4; 3.0
66937499.0; 2.0; 0.0; 157.5; 5.0
66937499.0; 2.0; 0.0; 157.5; 5.0
67294999.0; 2.0; 0.0; 157.5; 6.0
67294999.0; 2.0; 0.0; 157.5; 6.0
69000000.0; 2.0; 5.0; 198.9; 10.0
69000000.0; 2.0; 5.0; 198.9; 10.0
69000000.0; 2.0; 3.0; 120.0; 3.0
73000000.0; 2.0; 3.0; 71.0; 7.0
74000000.0; 2.0; 4.0; 127.3; 6.0
75000000.0; 2.0; 4.0; 145.5; 2.0
75000000.0; 2.0; 2.0; 75.0; 2.0
75300000.0; 2.0; 2.0; 90.8; 7.0
75300000.0; 2.0; 2.0; 90.8; 7.0
75300000.0; 2.0; 2.0; 90.8; 7.0
77000000.0; 2.0; 3.0; 88.0; 7.0
78000000.0; 2.0; 1.0; 180.0; 9.0
79900000.0; 2.0; 3.0; 87.5; 7.0
82000000.0; 2.0; 5.0; 129.0; 5.0
84420000.0; 2.0; 6.0; 40.05; 1.0
86915220.0; 2.0; 3.0; 92.12; 3.0
89500000.0; 2.0; 5.0; 189.9; 17.0
89500000.0; 2.0; 5.0; 189.9; 17.0
89500000.0; 2.0; 5.0; 190.0; 17.0
92700000.0; 2.0; 5.0; 135.0; 5.0
95000000.0; 2.0; 4.0; 151.0; 3.0
96735960.0; 2.0; 4.0; 113.7; 32.0
97000000.0; 2.0; 3.0; 192.0; 41.0
97000000.0; 2.0; 3.0; 192.0; 41.0
97190760.0; 2.0; 4.0; 113.7; 41.0
99000000.0; 2.0; 3.0; 106.4; 5.0
99000000.0; 2.0; 6.0; 319.0; 18.0
99000000.0; 2.0; 3.0; 106.4; 5.0
99000000.0; 2.0; 6.0; 319.0; 18.0
105000000.0; 2.0; 3.0; 192.0; 37.0
105000000.0; 2.0; 3.0; 192.0; 37.0
115000000.0; 2.0; 3.0; 187.0; 39.0
115000000.0; 2.0; 3.0; 187.0; 39.0
115000000.0; 2.0; 3.0; 170.0; 38.0
119000000.0; 2.0; 4.0; 168.0; 4.0
119000000.0; 2.0; 5.0; 170.0; 4.0
119000000.0; 2.0; 4.0; 168.0; 4.0
119000000.0; 2.0; 5.0; 170.0; 4.0
119000000.0; 2.0; 5.0; 170.0; 4.0
120000000.0; 2.0; 4.0; 167.8; 4.0
120000000.0; 2.0; 4.0; 167.8; 4.0
125000000.0; 2.0; 5.0; 134.9; 6.0
130000000.0; 2.0; 4.0; 187.0; 36.0
130000000.0; 2.0; 4.0; 165.0; 4.0
146430000.0; 2.0; 1.0; 67.07; 2.0
150000000.0; 2.0; 6.0; 350.0; 17.0
150000000.0; 2.0; 6.0; 350.0; 17.0
161500000.0; 2.0; 2.0; 76.22; 1.0
170000000.0; 2.0; 5.0; 190.4; 44.0
170000000.0; 2.0; 5.0; 190.4; 44.0
230000000.0; 2.0; 2.0; 148.5; 3.0
230000000.0; 2.0; 2.0; 148.5; 3.0
234370000.0; 2.0; 3.0; 111.64; 3.0
249990000.0; 2.0; 4.0; 270.0; 9.0
249990000.0; 2.0; 5.0; 270.0; 9.0
249990000.0; 2.0; 4.0; 270.0; 9.0
249990000.0; 2.0; 5.0; 270.0; 9.0
325000000.0; 2.0; 6.0; 355.0; 82.0
350000000.0; 2.0; 4.0; 295.0; 79.0
470000000.0; 2.0; 5.0; 253.8; 4.0
470000000.0; 2.0; 5.0; 253.8; 4.0
1214255500.0; 2.0; 6.0; 581.0; 2.0
3150000.0; 3.0; 0.0; 10.0; 1.0
3649000.0; 3.0; 0.0; 14.0; 2.0
3649000.0; 3.0; 0.0; 14.0; 1.0
5190000.0; 3.0; 0.0; 18.0; 6.0
5309150.0; 3.0; 0.0; 19.0; 12.0
5590000.0; 3.0; 0.0; 19.0; 1.0
5600000.0; 3.0; 0.0; 18.0; 1.0
5850000.0; 3.0; 0.0; 23.0; 8.0
5850000.0; 3.0; 0.0; 21.0; 8.0
5900000.0; 3.0; 0.0; 19.0; 4.0
5950000.0; 3.0; 0.0; 20.0; 9.0
6100000.0; 3.0; 0.0; 19.0; 7.0
6200000.0; 3.0; 0.0; 18.0; 3.0
6300000.0; 3.0; 0.0; 16.0; 4.0
6300000.0; 3.0; 0.0; 16.0; 4.0
6500000.0; 3.0; 0.0; 18.0; 5.0
6550000.0; 3.0; 0.0; 17.0; 2.0
6800000.0; 3.0; 0.0; 19.0; 5.0
7000000.0; 3.0; 0.0; 15.0; 3.0
7200000.0; 3.0; 0.0; 16.0; 1.0
7200000.0; 3.0; 0.0; 20.0; 9.0
7200000.0; 3.0; 0.0; 16.0; 1.0
7263296.0; 3.0; 6.0; 19.0; 31.0
7333853.0; 3.0; 6.0; 20.0; 18.0
7449600.0; 3.0; 1.0; 32.0; 8.0
7500000.0; 3.0; 1.0; 35.2; 12.0
7692956.0; 3.0; 6.0; 19.0; 28.0
7732620.0; 3.0; 1.0; 35.7; 14.0
7772750.0; 3.0; 6.0; 19.0; 17.0
7800000.0; 3.0; 0.0; 16.0; 1.0
7800000.0; 3.0; 0.0; 17.0; 1.0
7800000.0; 3.0; 0.0; 16.0; 1.0
7900000.0; 3.0; 0.0; 15.0; 2.0
7900000.0; 3.0; 0.0; 15.0; 3.0
7989000.0; 3.0; 0.0; 15.0; 2.0
8000000.0; 3.0; 1.0; 40.21; 13.0
8000000.0; 3.0; 0.0; 21.0; 16.0
8520000.0; 3.0; 0.0; 18.0; 3.0
8800000.0; 3.0; 2.0; 61.6; 3.0
8900000.0; 3.0; 0.0; 19.0; 3.0
8900000.0; 3.0; 1.0; 39.5; 7.0
9100000.0; 3.0; 0.0; 19.0; 2.0
9400000.0; 3.0; 0.0; 17.0; 4.0
9400000.0; 3.0; 0.0; 17.0; 2.0
9500000.0; 3.0; 0.0; 19.0; 1.0
9500000.0; 3.0; 0.0; 24.0; 2.0
9500000.0; 3.0; 0.0; 24.0; 2.0
9500000.0; 3.0; 1.0; 37.0; 7.0
9700000.0; 3.0; 0.0; 25.0; 3.0
9800000.0; 3.0; 0.0; 19.0; 3.0
9905100.0; 3.0; 6.0; 24.0; 27.0
9950000.0; 3.0; 1.0; 38.8; 6.0
10100000.0; 3.0; 0.0; 18.0; 1.0
10199000.0; 3.0; 0.0; 19.0; 1.0
10200000.0; 3.0; 0.0; 20.0; 2.0
10200000.0; 3.0; 2.0; 58.0; 16.0
10201000.0; 3.0; 0.0; 19.0; 1.0
10280447.0; 3.0; 1.0; 34.08; 7.0
10299000.0; 3.0; 0.0; 24.0; 3.0
10300000.0; 3.0; 0.0; 27.0; 3.0
10400000.0; 3.0; 0.0; 22.0; 4.0
10400000.0; 3.0; 0.0; 22.0; 3.0
10467171.0; 3.0; 1.0; 32.4; 33.0
10500000.0; 3.0; 1.0; 39.2; 2.0
10500000.0; 3.0; 0.0; 27.0; 3.0
10813320.0; 3.0; 2.0; 58.8; 18.0
10820930.0; 3.0; 1.0; 36.18; 20.0
10900000.0; 3.0; 1.0; 35.1; 4.0
10935700.0; 3.0; 1.0; 32.3; 19.0
10990000.0; 3.0; 2.0; 41.2; 13.0
10990000.0; 3.0; 2.0; 64.92; 6.0
10999000.0; 3.0; 2.0; 64.92; 6.0
11200000.0; 3.0; 1.0; 38.0; 9.0
11230000.0; 3.0; 0.0; 24.0; 4.0
11400000.0; 3.0; 0.0; 25.0; 3.0
11400000.0; 3.0; 0.0; 25.0; 3.0
11400000.0; 3.0; 0.0; 25.0; 3.0
11400000.0; 3.0; 2.0; 54.5; 3.0
11500000.0; 3.0; 1.0; 35.0; 13.0
11500000.0; 3.0; 1.0; 38.3; 2.0
11500000.0; 3.0; 2.0; 56.3; 4.0
11500000.0; 3.0; 2.0; 63.25; 8.0
11700000.0; 3.0; 1.0; 26.0; 3.0
11700000.0; 3.0; 1.0; 42.0; 2.0
11700000.0; 3.0; 0.0; 26.0; 3.0
11800000.0; 3.0; 1.0; 31.0; 4.0
12200000.0; 3.0; 1.0; 37.5; 12.0
12200000.0; 3.0; 0.0; 27.0; 3.0
12200000.0; 3.0; 0.0; 27.0; 3.0
12200000.0; 3.0; 0.0; 27.0; 4.0
12300000.0; 3.0; 2.0; 46.0; 5.0
12350000.0; 3.0; 1.0; 44.0; 16.0
12500000.0; 3.0; 0.0; 29.0; 2.0
12800000.0; 3.0; 2.0; 44.7; 2.0
12890000.0; 3.0; 2.0; 44.5; 1.0
12900000.0; 3.0; 3.0; 88.14; 2.0
13000000.0; 3.0; 2.0; 50.9; 13.0
13400000.0; 3.0; 2.0; 60.0; 16.0
13425000.0; 3.0; 0.0; 29.0; 3.0
13500000.0; 3.0; 2.0; 51.0; 6.0
13500000.0; 3.0; 2.0; 44.0; 7.0
13639887.0; 3.0; 2.0; 39.72; 6.0
13771712.0; 3.0; 2.0; 41.87; 2.0
13786589.0; 3.0; 6.0; 27.0; 2.0
13800000.0; 3.0; 2.0; 42.0; 14.0
13990000.0; 3.0; 2.0; 41.3; 10.0
14000000.0; 3.0; 2.0; 58.3; 10.0
14000000.0; 3.0; 3.0; 49.0; 6.0
14750000.0; 3.0; 1.0; 37.26; 12.0
14900000.0; 3.0; 2.0; 36.8; 9.0
14950000.0; 3.0; 1.0; 35.2; 3.0
14990000.0; 3.0; 2.0; 45.0; 2.0
15000000.0; 3.0; 0.0; 87.8; 2.0
15000000.0; 3.0; 2.0; 44.9; 1.0
15000000.0; 3.0; 0.0; 25.0; 2.0
15200000.0; 3.0; 3.0; 56.8; 8.0
15200000.0; 3.0; 0.0; 30.0; 3.0
15237023.0; 3.0; 2.0; 45.88; 5.0
15317359.0; 3.0; 2.0; 45.88; 7.0
15325000.0; 3.0; 0.0; 25.0; 43.0
15500000.0; 3.0; 1.0; 29.0; 24.0
15500000.0; 3.0; 1.0; 36.2; 3.0
15500000.0; 3.0; 2.0; 54.0; 13.0
15500000.0; 3.0; 3.0; 53.3; 11.0
15700000.0; 3.0; 0.0; 22.0; 2.0
15700000.0; 3.0; 0.0; 23.0; 2.0
15800000.0; 3.0; 2.0; 56.0; 15.0
15800000.0; 3.0; 2.0; 56.0; 16.0
15800000.0; 3.0; 2.0; 52.0; 1.0
15900000.0; 3.0; 2.0; 48.4; 8.0
16000000.0; 3.0; 2.0; 55.0; 10.0
16300000.0; 3.0; 2.0; 45.3; 3.0
16419450.0; 3.0; 1.0; 41.1; 3.0
16600000.0; 3.0; 2.0; 54.0; 4.0
16636914.0; 3.0; 1.0; 51.78; 10.0
16750000.0; 3.0; 1.0; 37.3; 2.0
17100000.0; 3.0; 0.0; 15.0; 32.0
17351368.0; 3.0; 2.0; 60.86; 9.0
17500000.0; 3.0; 2.0; 58.5; 3.0
17526091.0; 3.0; 3.0; 60.13; 4.0
17580989.0; 3.0; 3.0; 60.13; 5.0
17733203.0; 3.0; 2.0; 60.96; 3.0
17773928.0; 3.0; 2.0; 61.1; 3.0
17875983.0; 3.0; 2.0; 64.11; 2.0
17893466.0; 3.0; 2.0; 60.96; 6.0
17924134.0; 3.0; 3.0; 85.7; 2.0
18000000.0; 3.0; 1.0; 43.0; 6.0
18000000.0; 3.0; 1.0; 44.0; 9.0
18095131.0; 3.0; 2.0; 61.1; 9.0
18175000.0; 3.0; 0.0; 40.3; 4.0
18289663.0; 3.0; 3.0; 63.39; 4.0
18346013.0; 3.0; 3.0; 63.81; 2.0
18352402.0; 3.0; 2.0; 66.32; 2.0
18353223.0; 3.0; 3.0; 63.81; 3.0
18395650.0; 3.0; 1.0; 37.75; 6.0
18500000.0; 3.0; 0.0; 21.0; 4.0
18500000.0; 3.0; 0.0; 21.0; 4.0
18500000.0; 3.0; 1.0; 43.0; 6.0
18500000.0; 3.0; 4.0; 69.6; 1.0
18582598.0; 3.0; 3.0; 66.32; 6.0
18693457.0; 3.0; 2.0; 65.9; 10.0
18693698.0; 3.0; 3.0; 64.8; 4.0
18808329.0; 3.0; 3.0; 64.8; 6.0
18865612.0; 3.0; 3.0; 64.8; 7.0
18922896.0; 3.0; 3.0; 64.8; 8.0
18961683.0; 3.0; 2.0; 66.32; 7.0
18980179.0; 3.0; 3.0; 64.8; 9.0
18990000.0; 3.0; 0.0; 43.4; 2.0
19000000.0; 3.0; 3.0; 70.0; 9.0
19000000.0; 3.0; 3.0; 70.0; 12.0
19130567.0; 3.0; 2.0; 66.31; 10.0
19150000.0; 3.0; 2.0; 69.0; 9.0
19200000.0; 3.0; 1.0; 43.61; 17.0
19200000.0; 3.0; 1.0; 40.1; 6.0
19386908.0; 3.0; 3.0; 68.6; 6.0
19475000.0; 3.0; 0.0; 20.0; 35.0
19475000.0; 3.0; 0.0; 20.0; 35.0
19700000.0; 3.0; 3.0; 69.0; 16.0
19854733.0; 3.0; 3.0; 72.7; 3.0
19990000.0; 3.0; 2.0; 62.3; 4.0
20000000.0; 3.0; 2.0; 46.6; 16.0
20015122.0; 3.0; 3.0; 65.15; 4.0
20045503.0; 3.0; 3.0; 74.35; 4.0
20131480.0; 3.0; 3.0; 65.15; 6.0
20381067.0; 3.0; 3.0; 67.47; 5.0
20408777.0; 3.0; 3.0; 74.35; 10.0
20531455.0; 3.0; 3.0; 74.35; 12.0
20558378.0; 3.0; 3.0; 67.47; 8.0
20650000.0; 3.0; 3.0; 62.6; 7.0
20990000.0; 3.0; 4.0; 121.0; 2.0
21411928.0; 3.0; 1.0; 41.2; 12.0
21768120.0; 3.0; 6.0; 33.0; 2.0
21974811.0; 3.0; 3.0; 74.35; 12.0
22500000.0; 3.0; 3.0; 61.5; 19.0
22500000.0; 3.0; 4.0; 95.0; 2.0
22850000.0; 3.0; 2.0; 46.0; 4.0
23000000.0; 3.0; 3.0; 75.0; 8.0
23000000.0; 3.0; 3.0; 73.0; 3.0
23000000.0; 3.0; 3.0; 66.6; 8.0
23069508.0; 3.0; 4.0; 77.17; 4.0
23275912.0; 3.0; 3.0; 84.66; 4.0
23333979.0; 3.0; 3.0; 85.14; 3.0
23375869.0; 3.0; 1.0; 38.0; 6.0
23461719.0; 3.0; 4.0; 87.04; 2.0
23979933.0; 3.0; 3.0; 88.18; 8.0
24300000.0; 3.0; 3.0; 74.0; 9.0
24800000.0; 3.0; 3.0; 65.7; 18.0
25000000.0; 3.0; 2.0; 71.3; 9.0
25000000.0; 3.0; 3.0; 66.2; 10.0
25000000.0; 3.0; 3.0; 58.4; 6.0
25436116.0; 3.0; 1.0; 38.8; 2.0
25500000.0; 3.0; 2.0; 72.1; 13.0
25900000.0; 3.0; 2.0; 56.0; 26.0
26900000.0; 3.0; 2.0; 42.1; 2.0
27000000.0; 3.0; 4.0; 108.0; 2.0
27493393.0; 3.0; 2.0; 67.6; 3.0
27770000.0; 3.0; 3.0; 67.6; 5.0
27770000.0; 3.0; 3.0; 67.6; 5.0
28000000.0; 3.0; 3.0; 66.2; 10.0
28000000.0; 3.0; 3.0; 76.3; 15.0
28000000.0; 3.0; 4.0; 95.0; 5.0
28200000.0; 3.0; 2.0; 60.0; 5.0
28226582.0; 3.0; 3.0; 64.6; 18.0
28407622.0; 3.0; 2.0; 70.5; 8.0
28500000.0; 3.0; 3.0; 77.0; 22.0
29200000.0; 3.0; 3.0; 78.0; 3.0
30000000.0; 3.0; 1.0; 46.4; 8.0
30000000.0; 3.0; 2.0; 66.0; 28.0
30000000.0; 3.0; 2.0; 86.0; 21.0
30500000.0; 3.0; 3.0; 60.0; 31.0
31000000.0; 3.0; 2.0; 73.4; 6.0
32100000.0; 3.0; 0.0; 135.3; 1.0
32100000.0; 3.0; 0.0; 135.3; 1.0
32500000.0; 3.0; 4.0; 106.0; 5.0
32700000.0; 3.0; 3.0; 133.0; 4.0
33711793.0; 3.0; 2.0; 60.3; 6.0
35490000.0; 3.0; 3.0; 98.5; 3.0
35490000.0; 3.0; 3.0; 98.5; 3.0
36021487.0; 3.0; 2.0; 63.3; 6.0
36645828.0; 3.0; 3.0; 83.0; 20.0
36696529.0; 3.0; 4.0; 93.8; 13.0
36763452.0; 3.0; 4.0; 135.2; 16.0
37000000.0; 3.0; 2.0; 70.0; 3.0
37466440.0; 3.0; 4.0; 93.8; 17.0
37499990.0; 3.0; 3.0; 82.0; 11.0
37800000.0; 3.0; 2.0; 62.0; 52.0
